,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
15,Tensei Kizoku no Isekai Boukenroku,転生貴族の異世界冒険録～自重を知らない神々の使徒～,6.63,"Nippon Columbia, Studio Mausu, Docomo Anime Store, BS11, Crunchyroll, Yomiuri TV Enterprise, Happinet Phantom Studios, Tohjak, Hifumi Shobo",TV,Completed,12,23 Menit,"Apr 03, 2023","Magic Bus, EMT Squared","Action, Fantasy, Harem, Isekai, Reincarnation, Romance"
16,Boku no Kokoro no Yabai Yatsu,僕の心のヤバイやつ,8.3,"Magic Capsule, Avex Pictures",TV,Completed,12,23 Menit,"Apr 02, 2023",Shin-Ei Animation,"Comedy, Romance, School, Shounen"
17,My Home Hero,マイホームヒーロー,7.03,"Kodansha, Nippon Columbia, Bibury Animation CG",TV,Completed,12,23 Menit,"Apr 02, 2023",Tezuka Productions,"Drama, Organized Crime, Seinen, Suspense"
18,Kuma Kuma Kuma Bear Season 2,くまクマ熊ベアーぱーんち！,7.25,"Nippon Animation, AT-X, Nippon Columbia, Tokyo MX, Good Smile Company, Kanon Sound, NichiNare, Kadokawa, Shufu to Seikatsusha",TV,Completed,12,23 Menit,"Apr 03, 2023",EMT Squared,"Adventure, Comedy, Fantasy, Isekai"
19,Dr. Stone Season 3,Dr.STONE NEW WORLD,8.24,"TOHO animation, Shueisha",TV,Completed,11,24 Menit,"Apr 06, 2023",TMS Entertainment,"Adventure, Comedy, Sci-Fi, Shounen, Time Travel"
20,Shaman King,SHAMAN KING,6.89,"TV Tokyo, Dentsu, King Records, Techno Sound",TV,Completed,52,23 Menit,"Apr 1, 2021",Bridge,"Action, Adventure, Comedy, Shounen, Super Power, Supernatural"
21,Nokemono-tachi no Yoru,ノケモノたちの夜,6.57,"Pony Canyon, Studio Mausu, Shogakukan",TV,Completed,13,23 Menit,"Jan 08, 2023",Ashi Productions,"Action, Fantasy, Historical, Shounen"
22,Kyuuketsuki Sugu Shinu Season 2,吸血鬼すぐ死ぬ2,7.44,Frontier Works,TV,Completed,12,23 Menit,"Jan 09, 2023",Madhouse,"Comedy, Shounen, Supernatural, Vampire"
23,Tsurune Season 2,ツルネ ―つながりの一射―,8.09,"Lantis, ABC Animation, Heart Company",TV,Completed,13,23 Menit,"Jan 05, 2023",Kyoto Animation,"School, Sports"
24,Bofuri Season 2,痛いのは嫌なので防御力に極振りしたいと思います。2,7.24,"MAGES., Docomo Anime Store, Sammy, ABC Animation, Kadokawa Media House, Kadokawa, D-techno",TV,Completed,12,23 Menit,"Jan 11, 2023",SILVER LINK.,"Action, Adventure, Comedy, Fantasy, Game, Sci-Fi, Video Game"
