,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
11,Nodame Cantabile Season 3,"Fuji TV, Sony Music Entertainment",8.31,"Fuji TV, Sony Music Entertainment",BD,Completed,11,22 Menit,"Jan 15, 2010",J.C.Staff,"Comedy, Josei, Music, Romance"
12,Nodame Cantabile Season 2,のだめカンタービレ 巴里編,8.23,"Fuji TV, Asmik Ace, Sony Music Entertainment",BD,Completed,11,23 Menit,"Oct 10, 2008",J.C.Staff,"Comedy, Josei, Music, Romance, Slice of Life"
13,Nodame Cantabile,のだめカンタービレ,8.39,"Dentsu, Genco, Kodansha, Fuji TV, Magic Capsule, Sony Music Entertainment, Fuji Pacific Music Publishing",BD,Completed,23,22 Menit,"Jan 12, 2007",J.C.Staff,"Comedy, Drama, Josei, Music, Romance, Slice of Life"
14,Bem,BEM,6.14,"TV Tokyo, Nihon Ad Systems, Pony Canyon, KlockWorx, flying DOG",TV,Completed,12,23 Menit,"Jul 15, 2019","Production I.G, LandQ studios","Demons, Horror, Supernatural"
15,Osake wa Fuufu ni Natte kara,お酒は夫婦になってから,7.01,"VAP, Yomiko Advertising, Tokyo MX, GYAO!",BD,Completed,13,3 Menit,"Oct 4, 2017",Creators in Pack,"Comedy, Romance, Slice of Life"
16,Rokujouma no Shinryakusha,六畳間の侵略者！？,7.26,"Genco, Showgate",BD,Completed,12,23 Menit,"Jul 12, 2014",Silver Link.,"Comedy, Harem, School, Supernatural"
17,Inugami-san to Nekoyama-san,犬神さんと猫山さん,6.64,"DAX Production, Dream Creation",TV,Completed,12,3 Menit,"Apr 11, 2014",Seven,"Comedy, School, Shoujo Ai"
18,Trinity Seven,トリニティセブン,7.43,"TV Tokyo, Sotsu, Plum, Kadokawa Shoten, AT-X, Other",BD,Completed,12,24 Menit / Episode,"Oct 8, 2014 sampai Dec 24, 2014",Seven Arcs Pictures,"Action, Comedy,  , Fantasy, Harem, Magic, Romance, School, Shounen, Supernatural"
19,Golden Time,ゴールデンタイム,7.9,"Genco, Starchild Records",BD,Completed,24,24 Menit / Episode,"Oct 4, 2013 sampai Mar 28, 2014",J.C.Staff,"Comedy, Romance"
20,Mahou Shoujo Madoka Magica,魔法少女まどか★マギカ,8.42,"Aniplex, Mainichi Broadcasting System, Movic, Nitroplus, Houbunsha",BD,Completed,12,24 Menit,"Jan 7, 2011",Shaft,"Drama, Magic, Psychological, Thriller"
21,Suzumiya Haruhi no Yuuutsu,涼宮ハルヒの憂鬱,7.97,"Lantis, Kadokawa Shoten, Kadokawa Pictures Japan, KlockWorx",BD,Completed,28,23 Menit,"Apr 3, 2006",Kyoto Animation,"Comedy, Mystery, Parody, School, Sci-Fi, Slice of Life"
22,NouCome,俺の脳内選択肢が、学園ラブコメを全力で邪魔している,7.4,"DAX Production, Studio Jack, MAGES.",BD,Completed,10,24 Menit,"Oct 10, 2013",Diomedea,"Comedy, Harem, Romance, School"
23,Masamune-kun no Revenge,政宗くんのリベンジ,7.13,"Sotsu, Lantis, AT-X, KlockWorx, BS Fuji, Tokyo MX, Ichijinsha, Furyu",BD,Completed,12,24 Menit / Episode,"Jan 5, 2017 sampai Mar 23, 2017",Silver Link.,"Comedy, Harem, Romance, School, Shounen"
24,Saijaku Muhai no Bahamut,最弱無敗の神装機竜《バハムート》,6.81,"Lantis, Orange",BD,Completed,12,23 Menit,"Jan 11, 2016",Lerche,"Action,  , Fantasy, Harem, Mecha, Romance, School, Supernatural"
