,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
14,Horimiya,ホリミヤ,8.32,"Aniplex, Square Enix, Mainichi Broadcasting System, Movic, Kanetsu Investment, My Theater D.D., Global Solutions, Mirai-Kojo",TV,Completed,13,24 Menit,"Jan 10, 2021",CloverWorks,"Comedy, Romance, School, Shounen, Slice of Life"
15,King's Raid: Ishi wo Tsugumono-tachi,キングスレイド 意志を継ぐものたち,5.97,-,TV,Completed,26,24 Menit,"Oct 3, 2020","OLM, Sunrise Beyond","Action, Adventure, Fantasy, Magic"
16,SK8,SK∞ エスケーエイト,8.06,"Aniplex, Movic, ABC Animation",TV,Completed,12,23 Menit,"Jan 10, 2021",Bones,"Comedy, Sports"
17,Jaku-Chara Tomozaki-kun,弱キャラ友崎くん,7.23,"Pony Canyon, APDREAM, Bit grooove promotion, Dream Shift",TV,Completed,12,Unknown,"Jan 8, 2021",Project No.9,"Drama, Romance, School"
18,Beastars Season 2,BEASTARS 2期,8.09,"Movic, Fuji TV, Bandai, Toho, BS Fuji, Q-Tec, Akita Shoten, Hakuhodo DY Media Partners, Bandai Spirits",TV,Completed,12,22 Menit,"Jan 5, 2021",Orange,"Drama, Psychological, Shounen, Slice of Life"
19,Gotoubun no Hanayome Season 2,五等分の花嫁∬,8.16,"DAX Production, Nichion",TV,Completed,12,24 Menit,"Jan 8, 2021",Bibury Animation Studios,"Comedy, Harem, Romance, School, Shounen"
20,2.43: Seiin Koukou Danshi Volley-bu,2.43 清陰高校男子バレー部,6.22,"Aniplex, Dentsu, Animax, Movic, Fuji TV, Fujipacific Music, Shueisha, Fuji Creative, Tohan Corporation, Japan Volleyball Association",TV,Completed,12,23 Menit,"Jan 8, 2021",David Production,"School, Sports"
21,Re:Zero kara Hajimeru Isekai Seikatsu Season 2,Re：ゼロから始める異世界生活,8.67,"AT-X, Memory-Tech, Hakuhodo DY Music & Pictures, Kadokawa Media House, Kadokawa",TV,Completed,13,24 Menit,"Jul 8, 2020",White Fox,"Drama, Fantasy, Psychological, Thriller"
22,Hortensia Saga,オルタンシア・サーガ,5.8,,TV,Completed,12,23 Menit,"Jan 7, 2021",LIDENFILMS,"Action, Adventure, Fantasy, Magic"
23,Jujutsu Kaisen,呪術廻戦,8.78,"TOHO animation, Shueisha, dugout",TV,Completed,24,24 Menit,"Oct 3, 2020",MAPPA,"Action, Demons, Horror, School, Shounen, Supernatural"
24,Hataraku Saibou Black (TV),はたらく細胞BLACK,7.57,Aniplex,TV,Completed,13,23 Menit,"Jan 7, 2021",LIDENFILMS,"Action, Seinen"
