,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,Kore wa Zombie Desu ka? Season 2,これはゾンビですか? OF THE DEAD,7.73,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",BD,Completed,10,24 Menit / Episode,"Apr 5, 2012 sampai Jun 7, 2012",Studio Deen,"Action, Comedy,  , Harem, Magic, Supernatural"
11,Kore wa Zombie Desu ka?,これはゾンビですか?,7.61,"Kadokawa Shoten, AT-X, Kadokawa Pictures Japan, KlockWorx, flying DOG",BD,Completed,12,24 Menit / Episode,"Jan 11, 2011 sampai Mar 30, 2011",Studio Deen,"Action, Comedy,  , Harem, Magic, Supernatural"
12,Oreshura,俺の彼女と幼なじみが修羅場すぎる,7.28,"Aniplex, Magic Capsule, SoftBank Creative Corp.",BD,Completed,13,23 Menit / Episode,"Jan 6, 2013 sampai Mar 31, 2013",A-1 Pictures,"Comedy, Harem, Romance, School"
13,Kotoura-san,琴浦さん,7.36,"AIC, CBC, KlockWorx, flying DOG",BD,Completed,12,23 Menit / Episode,"Jan 11, 2013 sampai Mar 29, 2013",AIC Classic,"Comedy, Drama, Romance, School"
14,Nichijou,日常,8.52,"Lantis, Kadokawa Shoten, Movic, Rakuonsha, Kadokawa Pictures Japan, KlockWorx, Animation Do",BD,Completed,26,23 Menit / Episode,"Apr 3, 2011 sampai Sep 25, 2011",Kyoto Animation,"Comedy, School, Slice of Life"
15,Kaichou wa Maid-sama!,会長はメイド様!,8.22,"Geneon Universal Entertainment, TBS, Hakusensha, Half H.P Studio",BD,Completed,26,24 Menit / Episode,"Apr 2, 2010 sampai Sep 24, 2010",J.C.Staff,"Comedy, Romance, School, Shoujo"
16,Nagi no Asukara,凪のあすから,8.26,"Geneon Universal Entertainment, Sotsu, Animax, Rondo Robe, Showgate, Infinite",BD,Completed,26,23 Menit / Episode,"Oct 3, 2013 sampai Apr 3, 2014",P.A. Works,"Drama, Fantasy, Romance"
17,Noragami,ノラガミ,8.16,"Avex Entertainment, Dentsu, Shochiku, Kodansha, Movic, Ai Addiction, Lawson HMV Entertainment, A-Sketch",BD,Completed,12,24 Menit / Episode,"Jan 5, 2014 sampai Mar 23, 2014",Bones,"Action, Adventure, Shounen, Supernatural"
18,Oreimo Season 2,俺の妹がこんなに可愛いわけがない。,7.33,Aniplex,BD,Completed,13,24 Menit / Episode,"Apr 7, 2013 sampai Jun 30, 2013",A-1 Pictures,"Comedy, Romance, Slice of Life"
19,Oreimo,俺の妹がこんなに可愛いわけがない,7.38,"Aniplex, Movic, ASCII Media Works, Jumondo",BD,Completed,12,24 Menit / Episode,"Oct 3, 2010 sampai Dec 19, 2010",AIC Build,"Comedy, Slice of Life"
20,Choujigen Game Neptune The Animation,超次元ゲイム ネプテューヌ THE ANIMATION,7.14,"Frontier Works, Media Factory, Idea Factory, Magic Capsule",BD,Completed,12,24 Menit / Episode,"Jul 12, 2013 sampai Sep 27, 2013",David Production,"Action, Comedy, Fantasy, Parody, Sci-Fi, Supernatural"
21,C3,シーキューブ,6.82,Starchild Records,BD,Completed,12,24 Menit / Episode,"Oct 1, 2011 sampai Dec 17, 2011",Silver Link.,"Action, Comedy,  , School, Supernatural"
22,Sakamichi no Apollon,坂道のアポロン,8.45,"Dentsu, Fuji TV, Toho, DAX Production, Sony Music Entertainment",BD,Completed,12,22 Menit / Episode,"Apr 13, 2012 sampai Jun 29, 2012","Tezuka Productions, MAPPA","Drama, Josei, Music, Romance, School"
23,Tasogare Otome x Amnesia,黄昏乙女×アムネジア,7.94,"Square Enix, Media Factory, Tasogare Otome×Amnesia Production Partners",BD,Completed,12,23 Menit / Episode,"Apr 9, 2012 sampai Jun 25, 2012",Silver Link.,"Horror, Mystery, Romance, School, Shounen, Supernatural"
24,Elfen Lied,エルフェンリート,7.78,"VAP, Genco, A-Line",BD,Completed,13,25 Menit / Episode,"Jul 25, 2004 sampai Oct 17, 2004",Arms,"Action, Drama, Horror, Psychological, Romance, Seinen, Supernatural"
