,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
0,Ajin Season 2,亜人 第2クール,7.93,King Records,TV,Completed,13,24 Menit / Episode,"Oct 8, 2016 sampai Dec 24, 2016",Polygon Pictures,"Action, Horror, Mystery, Seinen, Supernatural"
1,Ajin,亜人,7.75,"Mainichi Broadcasting System, Kodansha, KlockWorx, Sony Music Communications, TOHO animation, King Records",BD,Completed,13,24 Menit / Episode,"Jan 16, 2016",Polygon Pictures,"Action, Horror, Mystery, Seinen, Supernatural"
2,Code Geass Season 2,コードギアス 反逆のルルーシュ 続編,9.02,"Bandai Visual, Mainichi Broadcasting System, Bandai, Bandai Namco Entertainment, Hakuhodo DY Media Partners",BD,Completed,25,24 Menit / Episode,"Apr 6, 2008 sampai Sep 28, 2008",Sunrise,"Action, Drama, Mecha, Military, Sci-Fi, Super Power"
3,Code Geass,コードギアス 反逆のルルーシュ,8.81,"Bandai Visual, Mainichi Broadcasting System, Bandai, Sony Music Entertainment, Other",BD,Completed,25,24 Menit,"Oct 6, 2006",Sunrise,"Action, Mecha, Military, School, Sci-Fi, Super Power"
4,Koi to Uso,恋と嘘,6.96,Ultra Super Pictures,TV,Completed,12,24 Menit / Episode,"Jul 4, 2017",LIDENFILMS,"Drama, Romance, School"
5,Rokka no Yuusha,六花の勇者,7.51,Pony Canyon,BD,Completed,12,24 Menit,"Jul 5, 2015",Passione,"Action, Adventure, Fantasy, Magic, Mystery"
6,Sousei no Onmyouji,双星の陰陽師 ,7.42,"TV Tokyo, Nihon Ad Systems, TV Tokyo Music, Avex Pictures, Shueisha",TV,Completed,50,24 Menit / Episode,"Apr 6, 2016 sampai Mar 29, 2017",Studie Pierrot,"Action, Fantasy, Romance, Shounen, Supernatural"
7,Uma Musume Pretty Derby,ウマ娘 プリティーダービー,7.07,"Lantis, TOHO animation, Cygames",TV,Completed,13,24 Menit / Episode,"Apr 2, 2018 sampai Jun 18, 2018",Spring 2018,Sports
8,Wotaku ni Koi wa Muzukashii,ヲタクに恋は難しい,7.91,"Aniplex, Fuji TV, Half H.P Studio, Ichijinsha",TV,Completed,11,24 Menit / Episode,"Apr 13, 2018 sampai Jun 22, 2018",Spring 2018,"Comedy, Romance"
9,Working Season 3,ワーキング!!!,8.15,Aniplex,BD,Completed,13,23 Menit / Episode,"Jul 5, 2015 sampai Sep 27, 2015",A-1 Pictures,"Comedy, Romance, Slice of Life"
10,Working Season 2,ワーキング’！！,7.97,"Aniplex, Yomiuri Telecasting Corporation, Rakuonsha",BD,Completed,13,24 Menit / Episode,"Oct 1, 2011 sampai Dec 24, 2011",A-1 Pictures,"Comedy, Slice of Life"
11,Working,ワーキング!!,7.81,"Aniplex, Rakuonsha",BD,Completed,13,24 menit / Episode,"Apr 4, 2010 sampai Jun 27, 2010",A-1 Pictures,"Comedy, Slice of Life"
12,3-gatsu no Lion Season 2,3月のライオン 第2シリーズ,9.05,"Aniplex, Dentsu, NHK, Hakusensha, Asmik Ace, Toy's Factory",TV,Completed,22,25 Menit,"Oct 14, 2017",Shaft,"Drama, Game, Seinen, Slice of Life"
13,White Album 2,ホワイトアルバム2,7.92,Starchild Records,BD,Completed,13,23 Menit / Episode,"Oct 6, 2013 sampai Dec 29, 2013",Satelight,"Drama, Music, Romance, Slice of Life"
14,Watamote,私がモテないのはどう考えてもお前らが悪い!,7.26,"TV Tokyo, Media Factory, MediaNet, AT-X",BD,Completed,12,24 Menit / Episode,"Jul 9, 2013 sampai Sep 24, 2013",Silver Link.,"Comedy, School, Shounen, Slice of Life"
15,Yamada-kun to 7-nin no Majo,山田くんと7人の魔女,7.87,"Dentsu, Frontier Works, Kodansha, Rakuonsha",BD,Completed,12,24 Menit / Episode,"Apr 12, 2015 sampai Jun 28, 2015",LIDENFILMS,"Comedy, Harem, Mystery, Romance, School, Shounen, Supernatural"
16,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,ようこそ実力至上主義の教室へ,7.92,"Studio Hibari, Lantis, Media Factory, AT-X, Sony Music Communications, Toranoana, Crunchyroll, Kadokawa Media House, AKABEiSOFT2",BD,Completed,12,24 Menit / Episode,"Jul 12, 2017 sampai Sep 27, 2017",Lerche,"Drama, Psychological, School, Slice of Life"
17,Yuri on Ice,ユーリ!!! on ICE,8.2,"Dentsu, TV Asahi, Movic, Avex Pictures, CIC, Cygames",BD,Completed,12,23 Menit / Episode,"Oct 6, 2016 sampai Dec 22, 2016",MAPPA,"Comedy, Sports"
18,Zero kara Hajimeru Mahou no Sho,ゼロから始める魔法の書,7.21,"Lantis, Half H.P Studio, Happinet Pictures, Infinite",BD,Completed,12,24 Menit / Episode,"Apr 10, 2017 sampai Jun 26, 2017",White Fox,"Action, Fantasy"
19,Zankyou no Terror,残響のテロル,8.23,"Aniplex, Dentsu, Fuji TV, Tohokushinsha Film Corporation, Kyoraku Industrial Holdings",BD,Completed,11,22 Menit / Episode,"Jul 11, 2014 sampai Sep 26, 2014",MAPPA,"Psychological, Thriller"
20,Zetsuen no Tempest,絶園のテンペスト,8.13,"Aniplex, Dentsu, Square Enix, Other.",BD,Completed,24,24 Menit / Episode,"Oct 5, 2012 sampai Mar 29, 2013",Bones,"Action, Drama, Fantasy, Magic, Mystery, Psychological, Shounen"
21,Shakugan no Shana Season 2,灼眼のシャナII –Second–,7.71,"Geneon Universal Entertainment, ASCII Media Works",BD,Completed,24,24 Menit / Episode,"Oct 5, 2007 sampai Mar 28, 2008",J.C.Staff,"Action, Drama, Fantasy, Romance, School, Supernatural"
22,Ouran Koukou Host Club,桜蘭高校ホスト部,8.32,"VAP, Hakusensha, Nippon Television Network",BD,Completed,26,23 Menit / Episode,"Apr 5, 2006 sampai Sep 27, 2006",Bones,"Comedy, Harem, Romance, School, Shoujo"
23,Just Because!,Just Because!,7.39,"Sotsu, AT-X, BS Fuji, NBCUniversal Entertainment Japan, Tokyo MX, Moonbell, INCS toenter",TV,Completed,12,23 Menit / Episode,"Oct 5, 2017 sampai Dec 28, 2017",Pine Jam,"Drama, Romance, School, Slice of Life"
24,Chain Chronicle,チェインクロニクル～ヘクセイタスの閃〈ひかり〉～,6.9,"Bandai Visual, Sotsu, Sega, flying DOG, Slowcurve, Showgate, Studio Don Juan, Hakuhodo DY Music & Pictures, Sammy, Pazzy Entertainment",TV,Completed,12,24 Menit / Episode,"Jan 8, 2017 sampai Mar 26, 2017","Telecom Animation Film, Graphinica","Action, Adventure, Fantasy, Magic"
