,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,Hyakuren no Haou to Seiyaku no Valkyria,百錬の覇王と聖約の戦乙女〈ヴァルキュリア〉,6.01,-,TV,Completed,12,23 Menit / Episode,"Jul 8, 2018 sampai Sep 23, 2018",EMT²,"Fantasy, Harem"
11,Harukana Receive,はるかなレシーブ,6.88,-,TV,Completed,12,23 Menit,"Jul 6, 2018 sampai Sep 21, 2018",C2C,"Slice of Life, Sports"
12,Grand Blue,ぐらんぶる,8.4,"Mainichi Broadcasting System, Kodansha, NBCUniversal Entertainment Japan, Avex Pictures, Q-Tec, East Japan Marketing & Communications, GYAO!",TV,Completed,12,24 Menit / Episode,"Jul 14, 2018 sampai Sep 29, 2018",Zero-G,"Comedy, Seinen, Slice of Life"
13,Chio-chan no Tsuugakuro,ちおちゃんの通学路,7.48,-,TV,Completed,12,23 Menit / Episode,"Jul 6, 2018 sampai Sep 21, 2018",Diomedea,"Comedy, Seinen"
14,Inuyashiki,いぬやしき,7.86,"Aniplex, Dentsu, Kodansha, Fuji TV, DMM pictures",TV,Completed,11,22 Menit / Episode,"Oct 13, 2017 sampai Dec 22, 2017",MAPPA,"Action, Drama, Psychological, Sci-Fi, Seinen"
15,Asobi Asobase,あそびあそばせ,8.21,-,TV,Completed,12,23 Menit / Episode,"Jul 8, 2018 sampai Sep 23, 2018",Lerche,"Comedy, School"
16,Genei wo Kakeru Taiyou,幻影ヲ駆ケル太陽,6.49,"Aniplex, Nihon Ad Systems, Bushiroad, Good Smile Company, Asahi Broadcasting",BD,Completed,13,24 Menit / Episode,"Jul 6, 2013 sampai Sep 28, 2013",AIC,Magic
17,Hoshizora e Kakaru Hashi,星空へ架かる橋,6.96,"Dentsu, Sotsu, Marvelous, Pony Canyon, feng, PRA, Jumondo",BD,Completed,12,25 Menit / Episode,"Apr 11, 2011 sampai Jun 27, 2011",Doga Kobo,"Comedy,  , Harem, Romance, School"
18,Escha & Logy no Atelier,エスカ&ロジーのアトリエ ~黄昏の空の錬金術士~,6.5,"Sotsu, Pony Canyon",BD,Completed,12,24 Menit / Episode,"Apr 10, 2014 sampai Jun 26, 2014",Studio Gokumi,Fantasy
19,Kanojo ga Flag wo Oraretara,彼女がフラグをおられたら,6.57,KlockWorx,BD,Completed,13,24 Menit / Episode,"Apr 7, 2014 sampai Jun 30, 2014",Hoods Entertainment,"Comedy, Harem, Romance, School"
20,AKB0048,AKB0048,7.49,"Starchild Records, Magic Capsule, GANSIS",BD,Completed,13,23 Menit / Episode,"Apr 29, 2012 sampai Jul 22, 2012",Satelight,"Music, Sci-Fi"
21,AKB0048 Season 2,AKB0048 next stage,7.8,Starchild Records,BD,Completed,13,23 Menit / Episode,"Jan 6, 2013 sampai Mar 31, 2013",Satelight,"Music, Sci-Fi"
22,Fortune Arterial,FORTUNE ARTERIAL 赤い約束,6.83,"NTT Docomo, AMG MUSIC",BD,Completed,12,24 Menit / Episode,"Oct 9, 2010 sampai Dec 25, 2010","feel., Zexcs","Comedy, Romance, School, Supernatural, Vampire"
23,Re:Creators,Re:CREATORS 〈レクリエイターズ〉,7.68,"Aniplex, Magic Capsule, Shogakukan, ABC Animation",TV,Completed,22,24 Menit / Episode,"Apr 8, 2017 sampai Sep 16, 2017",TROYCA,"Action, Fantasy, Sci-Fi"
24,Animegataris,アニメガタリズ,6.6,"W-Toon Studio, Yomiuri TV Enterprise, DMM.futureworks, JY Animation",TV,Completed,12,23 Menit / Episode,"Oct 8, 2017 sampai Dec 24, 2017",WAO World,"Comedy, Parody, School"
