,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,Kuroko no Basket Season 3,黒子のバスケ,8.52,"Bandai Visual, Lantis, Nihon Ad Systems, Banpresto, Shueisha, BS11",TV,Completed,25,24 Menit / Episode,"Jan 11, 2015",Production I.G,"Comedy, School, Shounen, Sports"
11,Mondaiji-tachi,問題児たちが異世界から来るそうですよ?,7.82,"Kadokawa Shoten, Nippon Columbia, flying DOG, Project No Name",BD,Completed,10,23 Menit / Episode,"Jan 12, 2013",Diomedea,"Comedy, Fantasy, Supernatural"
12,Hunter x Hunter,HUNTER×HUNTER（ハンター×ハンター）,9.11,"VAP, Nippon Television Network, Shueisha",TV,Completed,148,23 Menit,"Oct 2, 2011",Madhouse,"Action, Adventure, Fantasy, Shounen, Super Power"
13,Infinite Stratos,IS 〈インフィニット・ストラトス〉,7.05,"Lantis, Media Factory, TBS, Sony Music Communications, Project IS, Sakura Create",BD,Completed,12,24 Menit / Episode,"Jan 7, 2011 sampai Apr 1, 2011",8bit,"Action, Comedy, Harem, Mecha, Sci-Fi"
14,IS: Infinite Stratos Season 2,IS〈インフィニット・ストラトス〉2,6.79,"Lantis, TBS, Sony Music Communications, Project IS, Overlap",BD,Completed,12,24 Menit / Episode,"Oct 4, 2013 sampai Dec 20, 2013",8bit,"Action, Comedy, Harem, Mecha, Sci-Fi"
15,Date A Live Season 2,デート・ア・ライブⅡ,7.46,"Kadokawa Shoten, AT-X, Nippon Columbia",BD,Completed,10,24 Menit / Episode,"Apr 12, 2014 sampai Jun 14, 2014",Production IMS,"Comedy, Harem, Mecha, Romance, School, Sci-Fi"
16,Date A Live,デート・ア・ライブ,7.49,"Kadokawa Shoten, AT-X, Nippon Columbia, Fujimi Shobo",BD,Completed,12,23 Menit / Episode,"Apr 6, 2013 sampai Jun 22, 2013",AIC Plus+,"Comedy, Harem, Mecha, Romance, School, Sci-Fi"
17,Kill la Kill,キルラキル,8.18,"Aniplex, Dentsu, Kadokawa Shoten, Mainichi Broadcasting System, Movic, Ultra Super Pictures, Lucent Pictures Entertainment",BD,Completed,24,24 Menit,"Oct 4, 2013",Trigger,"Action, Comedy,  , School, Super Power"
18,Overlord Season 3,オーバーロードⅢ,8.22,-,TV,Completed,13,23 Menit,"Jul 10, 2018",Madhouse,"Action, Fantasy, Game, Magic, Supernatural"
19,Overlord Season 2,オーバーロードⅡ,8.0,オーバーロードⅡ,TV,Completed,13,23 Menit,"Jan 9, 2018",Madhouse,"Action, Adventure, Fantasy, Game, Magic, Supernatural"
20,Sabagebu!,さばげぶっ!,7.44,"Bandai Visual, Lantis, Kodansha, Banpresto, NichiNare",BD,Completed,12,23 Menit / Episode,"Jul 6, 2014 sampai Sep 21, 2014",Pierrot Plus,"Action, Comedy, Military, Shoujo"
21,Ushio to Tora Season 2,うしおととら,8.04,"Sotsu, Showgate, Tokuma Japan Communications, Daiichi Shokai",TV,Completed,13,24 Menit,"Apr 1, 2016","MAPPA, Studio VOLN","Action, Adventure, Comedy, Demons, Shounen, Supernatural"
22,Ushio to Tora,うしおととら,7.66,"Sotsu, Showgate, Tokuma Japan Communications, Daiichi Shokai",TV,Completed,26,24 Menit / Episode,"Jul 3, 2015","MAPPA, Studio VOLN","Action, Adventure, Comedy, Demons, Shounen, Supernatural"
23,Quan Zhi Gao Shou,全职高手,8.1,Tencent Animation,TV,Completed,12,24 Menit / Episode,"Apr 7, 2017 sampai Jun 16, 2017",G.CMay Animation & Film,"Action, Adventure, Comedy, Game"
24,Violet Evergarden,ヴァイオレット・エヴァーガーデン,8.59,"Lantis, Pony Canyon, Rakuonsha, ABC Animation",BD,Completed,13,23 Menit,"Jan 11, 2018",Kyoto Animation,"Drama, Fantasy"
