,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
14,Yuusha Party wo Tsuihou sareta Beast Tamer,勇者パーティーを追放されたビーストテイマー、最強種の猫耳少女と出会う,6.98,"Square Enix, Nippon Columbia, Nikkatsu, Crunchyroll, Yomiuri TV Enterprise, Jinnan Studio, Hakuhodo, Muse Communication",TV,Completed,13,24 Menit,"Okt 02, 2022",EMT Squared,"Action, Comedy, Fantasy"
15,Spy x Family Part 2,SPY×FAMILY,8.42,"TV Tokyo, Shogakukan-Shueisha Productions, TOHO animation, Shueisha",TV,Completed,13,24 Menit,"Okt 01, 2022","Wit Studio, CloverWorks","Action, Childcare, Comedy, Shounen"
16,Mob Psycho 100 Season 3,モブサイコ100 III,8.77,"Shogakukan-Shueisha Productions, Warner Bros. Japan, KlockWorx, BS Fuji, Hakuhodo DY Music & Pictures, Shogakukan",TV,Completed,12,23 Menit,"Okt 06, 2022",Bones,"Action, Comedy, Super Power, Supernatural"
17,Mushikaburi-hime,虫かぶり姫,6.9,"AT-X, Tokyo MX, Kansai Telecasting, Ichijinsha, BS NTV, Kadokawa",TV,Completed,12,24 Menit,"Okt 06, 2022",Madhouse,"Drama, Fantasy, Historical, Romance, Shoujo"
18,Akiba Maid Sensou,アキバ冥途戦争,7.72,"Cygames, dugout",TV,Completed,12,23 Menit,"Okt 07, 2022",P.A. Works,"Action, Comedy"
19,Futoku no Guild,不徳のギルド,6.6,"Square Enix, Lantis, AT-X, Egg Firm, Kadokawa, Bandai Namco Music Live",TV,Completed,12,23 Menit,"Okt 05, 2022",TNK,"Comedy,  , Fantasy, Harem, Shounen"
20,Do It Yourself!!,Do It Yourself!! -どぅー・いっと・ゆあせるふ-,7.53,Avex Pictures,TV,Completed,12,23 Menit,"Okt 06, 2022",Pine Jam,"Comedy, Slice of Life"
21,Shinobi no Ittoki,忍の一時,6.06,"DMM pictures, DMM Music",TV,Completed,12,23 Menit,"Okt 04, 2022",TROYCA,"Action, School"
22,Orient Season 2,オリエント 淡路島激闘編,7.01,"TV Tokyo, Kodansha, AT-X, Avex Pictures, bilibili, Crunchyroll",TV,Completed,12,23 Menit,"Jul 12, 2022",A.C.G.T.,"Action, Fantasy, Shounen"
23,Shinmai Renkinjutsushi no Tenpo Keiei,新米錬金術師の店舗経営,6.61,"AT-X, Nippon Columbia, Sammy, Kadokawa, Kill Time Communication",TV,Completed,12,24 Menit,"Okt 03, 2022",ENGI,"Adventure, Fantasy, Slice of Life"
24,Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta,農民関連のスキルばっか上げてたら何故か強くなった。,5.89,"Nippon Columbia, KlockWorx, Bushiroad, NBCUniversal Entertainment Japan, Docomo Anime Store, Futabasha, bilibili, Bushiroad Move",TV,Completed,12,24 Menit,"Okt 01, 2022",Studio A-CAT,"Action, Adventure, Fantasy"
