,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
12,Super Cub,スーパーカブ,7.55,Bandai Namco Arts,TV,Completed,12,24 Menit,"Apr 7, 2021",Studio Kai,"School, Slice of Life"
13,Nanatsu no Taizai Season 4,七つの大罪 憤怒の審判,6.63,TV Tokyo,TV,Completed,24,24 Menit,"Jan 13, 2021",Studio Deen,"Action, Adventure, Fantasy, Magic, Shounen, Supernatural"
14,"Ijiranaide, Nagatoro-san",イジらないで、長瀞さん,7.53,King Records,TV,Completed,12,23 Menit,"Apr 11, 2021",Telecom Animation Film,"Comedy, Romance, Slice of Life"
15,Seijo no Maryoku wa Bannou Desu,聖女の魔力は万能です,7.32,"Lantis, Kadokawa, Bit grooove promotion",TV,Completed,12,23 Menit,"Apr 6, 2021",Diomedéa,"Fantasy, Magic, Romance, Slice of Life"
16,Mashiro no Oto,ましろのおと,7.66,DMM Music,TV,Completed,12,24 Menit,"Apr 3, 2021",Shin-Ei Animation,"Drama, Music, School, Shounen, Slice of Life"
17,Back Arrow,バック・アロウ,6.26,Aniplex,TV,Completed,24,24 Menit,"Jan 9, 2021",Studio VOLN,"Action, Fantasy, Mecha"
18,Vivy,Vivy -Fluorite Eye's Song- (ヴィヴィ -フローライトアイズソング-),8.59,Aniplex,TV,Completed,13,24 Menit,"Apr 3, 2021",Wit Studio,"Action, Music, Sci-Fi, Thriller"
19,Sentouin Hakenshimasu!,戦闘員、派遣します！,7.28,"Nippon Columbia, Kadokawa",TV,Completed,12,24 Menit,"Apr 4, 2021",J.C.Staff,"Action, Comedy, Fantasy"
20,SSSS.Dynazenon,SSSS.DYNAZENON,7.47,"Pony Canyon, Tsuburaya Productions",TV,Completed,12,23 Menit,"Apr 2, 2021",Trigger,"Action, Mecha, Sci-Fi"
21,Junketsu no Maria,純潔のマリア,7.14,"Bandai Visual, Lantis, Kodansha, I Will",BD,Completed,12,24 Menit,"Jan 11, 2015",Production I.G,"Comedy, Fantasy, Historical, Magic, Romance, Seinen"
22,Occultic Nine,Occultic;Nine －オカルティック・ナイン－,6.93,"Aniplex, MAGES., Hakuhodo DY Music & Pictures, Lawson, ABC Animation, Contents Seed, Christmas Holly, C-one",TV,Completed,12,24 Menit,"Oct 9, 2016",A-1 Pictures,"Mystery, Sci-Fi"
23,Isekai Maou to Shoukan Shoujo no Dorei Majutsu Season 2,異世界魔王と召喚少女の奴隷魔術Ω,6.81,"Kodansha, Half H.P Studio, KlockWorx, 81 Produce, Avex Pictures, Crunchyroll, GREE",TV,Completed,10,24 Menit,"Apr 9, 2021","Tezuka Productions, Okuruto Noboru","Comedy,  , Fantasy, Harem, Magic"
24,Jouran: The Princess of Snow and Blood,擾乱 THE PRINCESS OF SNOW AND BLOOD,6.12,"Bushiroad, Sonilude",TV,Completed,12,22 Menit,"Apr 7, 2021",Bakken Record,"Action, Historical, Supernatural"
