,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
13,Boku no Hero Academia Season 5,僕のヒーローアカデミア,7.49,"Dentsu, Movic, YTV, Sony Music Entertainment, TOHO animation, Shueisha",TV,Completed,25,23 Menit,"Mar 27, 2021",Bones,"Action, Comedy, School, Shounen, Super Power"
14,Tokyo 24-ku,東京24,7.21,"Aniplex, Movic, Nitroplus, Nagoya Broadcasting Network, BS11, ABC Animation",TV,Completed,12,,"Jan 06, 2022",CloverWorks,"Mystery, Sci-Fi, Super Power"
15,Aharen-san wa Hakarenai,阿波連さんははかれない,7.53,"Shueisha, bilibili",TV,Completed,12,24 Menit,"Apr 02, 2022",Felix Film,"Comedy, School, Shounen"
16,Paripi Koumei,パリピ孔明,8.29,"Mainichi Broadcasting System, Kodansha, Avex Pictures, DMM pictures, Bit grooove promotion",TV,Completed,12,23 Menit,"Mar 31, 2022",P.A. Works,Music
17,Kawaii dake ja Nai Shikimori-san,可愛いだけじゃない式守さん,6.96,"Kodansha, NBCUniversal Entertainment Japan, Crunchyroll, ABC Animation, Kadokawa Media House, Kadokawa",TV,Completed,12,23 Menit,"Apr 10, 2022",Doga Kobo,"Comedy, Romance, School, Slice of Life"
18,Ryman's Club,リーマンズクラブ,7.42,"TV Asahi, Glovision",TV,Completed,12,23 Menit,"Jan 30, 2022",LIDENFILMS,"Sports, Work Life, Workplace"
19,Kaijin Kaihatsu-bu no Kuroitsu-san,怪人開発部の黒井津さん,6.77,"TV Asahi, ABC Animation, Crest",TV,Completed,12,23 Min,"Jan 09, 2022",Quad,"Comedy, Fantasy, Workplace"
20,Dance Dance Danseur,ダンス・ダンス・ダンスール,7.93,"Mainichi Broadcasting System, Shogakukan, dugout, DMM Music, Creek",TV,Completed,11,23 Menit,"Apr 09, 2022",MAPPA,"Drama, Seinen"
21,Gensou Sangokushi: Tengen Reishinki,幻想三國誌 -天元霊心記-,5.32,Tohokushinsha Film Corporation,TV,Completed,12,24 Min,"Jan 11, 2022",GEEK TOYS,"Fantasy, Historical"
22,Vanitas no Karte Season 2,ヴァニタスの手記,8.18,"Aniplex, Square Enix, Hakuhodo DY Music & Pictures, Contents Seed",TV,Completed,12,24 Menit,"Jan 15, 2022",bones,"Historical, Shounen, Supernatural, Vampire"
23,Fantasy Bishoujo Juniku Ojisan to,異世界美少女受肉おじさんと,7.2,Bit grooove promotion,TV,Completed,12,23 Menit,"Jan 12, 2022",OLM Team Yoshioka,"Adventure, Comedy, Fantasy, Isekai"
24,Mahoutsukai Reimeiki,魔法使い黎明期,6.38,"TBS, Bit grooove promotion",TV,Completed,12,24 Menit,"Apr 08, 2022",Tezuka Productions,"Action, Adventure, Comedy, Fantasy"
