,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
13,Clannad,ＣＬＡＮＮＡＤ -クラナド,8.24,"Pony Canyon, TBS, Movic, Animation Do",BD,Completed,23,24 Menit,"Oct 5, 2007",Kyoto Animation,"Comedy, Drama, Romance, School, Slice of Life, Supernatural"
14,Handa-kun,はんだくん,7.47,"Square Enix, Lantis, TBS, DAX Production, Memory-Tech, TC Entertainment, Docomo Anime Store, NichiNare",TV,Completed,12,24 Menit,"Jul 8, 2016",Diomedea,"Comedy, Shounen, Slice of Life"
15,Circlet Princess,CIRCLET PRINCESS（サークレット・プリンセス）,6.08,Lantis,TV,Completed,12,24 Menit,"Jan 8, 2019",Silver Link.,"Action, School, Sci-Fi, Sports"
16,Death Note,デスノート,8.68,"VAP, Konami, Ashi Production, Nippon Television Network, Shueisha",BD,Completed,37,23 Menit,"Oct 4, 2006",Madhouse,"Mystery, Police, Psychological, Supernatural, Thriller"
17,Gakuen Babysitters,学園ベビーシッターズ,7.91,"Bandai Visual, Lantis, Nihon Ad Systems, Hakusensha, Banpresto, Marui Group",TV,Completed,12,23 Menit,"Jan 7, 2018",Brain's Base,"Comedy, School, Shoujo, Slice of Life"
18,Hajimete no Gal,はじめてのギャル,6.51,"Kadokawa Shoten, AT-X, KlockWorx",BD,Completed,10,23 Menit,"Jul 12, 2017",NAZ,"Comedy,  , Romance, School, Shounen"
19,Seirei Tsukai no Blade Dance,精霊使いの剣舞〈ブレイドダンス〉,7.06,"Genco, Media Factory, Movic, AT-X, Showgate",BD,Completed,12,23 Menit,"Jul 14, 2014",TNK,"Action, Comedy,  , Fantasy, Harem, Romance, School, Supernatural"
20,Log Horizon Season 2,ログ・ホライズン 第2シリーズ,7.67,NHK,BD,Completed,25,ログ・ホライズン 第2シリーズ,"Oct 4, 2014",Studio Deen,"Action, Adventure, Fantasy, Game, Magic"
21,Log Horizon,ログ・ホライズン,8.1,NHK,BD,Completed,25,25 Menit,"Oct 5, 2013",Satelight,"Action, Adventure, Fantasy, Game, Magic"
22,Koi wa Ameagari no You ni,恋は雨上がりのように,7.61,"Aniplex, Dentsu, Fuji TV, DMM pictures",TV,Completed,12,22 Menit,"Jan 12, 2018",Wit Studio,"Romance, Seinen"
23,Mikakunin de Shinkoukei,未確認で進行形,7.53,"Sotsu, DAX Production, TOHO animation, RAY, Ichijinsha",BD,Completed,12,23 Menit,"Jan 9, 2014",Doga Kobo,"Comedy, Romance, School, Slice of Life"
24,Boku wa Tomodachi ga Sukunai Season 2,僕は友達が少ない NEXT,7.63,"Media Factory, TBS, Magic Capsule, Good Smile Company",BD,Completed,12,24 Menit,"Jan 11, 2013",AIC Build,"Comedy, Harem, Romance, School, Slice of Life"
