,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
10,Aoi Hana,青い花,7.27,"Fuji TV, Fuji Pacific Music Publishing",BD,Completed,11,22 min. per ep.,"Jul 2, 2009",J.C.Staff,"Romance, Shoujo Ai, Slice of Life"
11,Aoi Bungaku Series,青い文学シリーズ,7.88,"Movic, Happinet Pictures, RAY",BD,Completed,12,22 Menit / Episode,"Oct 11, 2009 sampai Dec 27, 2009",Madhouse,"Drama, Historical, Psychological, Seinen, Thriller"
12,Hibike! Euphonium Season 2,響け！ユーフォニアム2,8.29,"Lantis, Pony Canyon, Rakuonsha",BD,Completed,13,23 Menit / Episode,"Oct 6, 2016 sampai Dec 29, 2016",Kyoto Animation,"Drama, Music, School"
13,Hibike! Euphonium,響け！ユーフォニアム,8.02,"Lantis, Pony Canyon, Rakuonsha",BD,Completed,13,23 Menit / Episode,"Apr 8, 2015 sampai Jul 1, 2015",Kyoto Animation,"Drama, Music, School"
14,Gin no Saji Season 2,銀の匙2ndシーズン,8.33,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",BD,Completed,11,24 Menit / Episode,"Jan 10, 2014 sampai Mar 28, 2014",A-1 Pictures,"Comedy, School, Shounen, Slice of Life"
15,Gin no Saji,銀の匙,8.16,"Aniplex, Dentsu, Fuji TV, Kyoraku Industrial Holdings",BD,Completed,11,23 Menit / Episode,"Jul 12, 2013 sampai Sep 20, 2013",A-1 Pictures,"Comedy, School, Shounen, Slice of Life"
16,Tonari no Kaibutsu-kun,となりの怪物くん,7.71,"TV Tokyo, Aniplex, Nihon Ad Systems, Kodansha",BD,Completed,13,24 Menit / Episode,"Oct 2, 2012 sampai Dec 25, 2012",Brain's Base,"Comedy, Romance, School, Shoujo, Slice of Life"
17,Soredemo Machi wa Mawatteiru,それでも町は廻っている,7.47,"Pony Canyon, TBS, Movic, Magic Bus, Studio Pastoral, flying DOG, Memory-Tech",BD,Completed,12,24 Menit / Episode,"Oct 8, 2010 sampai Dec 24, 2010",Shaft,"Comedy, Seinen, Slice of Life"
18,SukaSuka,終末なにしてますか？忙しいですか？救ってもらっていいですか？,7.85,"Lantis, Kadokawa Shoten, AT-X, DAX Production, KlockWorx, Kadokawa Media House, Production Ace",BD,Completed,12,24 Menit / Episode,"Apr 11, 2017 sampai Jun 27, 2017","Satelight, C2C","Drama, Fantasy, Romance, Sci-Fi"
19,Haikyuu!! Season 3,ハイキュー!! 烏野高校 VS 白鳥沢学園高校,9.0,"TOHO animation, Shueisha",BD,Completed,10,24 Menit / Episode,"Oct 8, 2016 sampai Dec 10, 2016",Production I.G,"Comedy, Drama, School, Shounen, Sports"
20,Haikyuu!! Season 2,ハイキュー!! セカンドシーズン,8.87,"TOHO animation, Shueisha",BD,Completed,25,24 Menit / Episode,"Oct 4, 2015 sampai Mar 27, 2016",Production I.G,"Comedy, Drama, School, Shounen, Sports"
21,Haikyuu!!,ハイキュー!!,8.66,"Mainichi Broadcasting System, TOHO animation, Shueisha",BD,Completed,25,24 Menit / Episode4,"Apr 6, 2014 sampai Sep 21, 2014",Production I.G,"Comedy, Drama, School, Shounen, Sports"
22,Konohana Kitan,このはな綺譚,7.69,"Genco, Lantis, AT-X, GAGA, Memory-Tech, Studio Mausu, DeNA, Kadokawa, Melonbooks",BD,Completed,12,23 Menit / Episode,"Oct 4, 2017 sampai Dec 20, 2017",Lerche,"Fantasy, Seinen, Shoujo Ai, Slice of Life"
23,Tales of Zestiria the X,テイルズ オブ ゼスティリア ザ クロス,7.47,"Bandai Visual, Lantis, Bandai Namco Entertainment, Anime Consortium Japan",BD,Completed,12,23 Menit / Episode,"Jul 10, 2016 sampai Sep 25, 2016",ufotable,"Action, Adventure, Fantasy, Magic"
24,91 Days,91Days,7.89,"Shochiku, Mainichi Broadcasting System, Shochiku Music Publishing",BD,Completed,12,24 Menit / Episode,"Jul 9, 2016 sampai Oct 1, 2016",Shuka,"Action, Drama, Historical"
