,Judul   ,Japanese,Score   ,Produser,Tipe    ,Status  ,Total   ,Durasi  ,Tanggal ,Studio  ,Genre   
13,Bakuman Season 3,バクマン。,8.61,"NHK, Shueisha",TV,Completed,25,24 Menit,"Oct 6, 2012",J.C.Staff,"Comedy, Drama, Romance, Shounen"
14,Bakuman Season 2,バクマン。2ndシーズン,8.43,"NHK, Shueisha",TV,Completed,25,24 Menit,"Oct 1, 2011",J.C.Staff,"Comedy, Drama, Romance, Shounen"
15,Bakuman,バクマン。,8.26,"NHK, Shueisha",TV,Completed,25,24 Menit / Episode,"Oct 2, 2010",J.C.Staff,"Comedy, Drama, Romance, Shounen"
16,Rosario to Vampire Season 2,ロザリオとバンパイア Capu2,7.02,"GDH, Yomiko Advertising, Happinet Pictures, Shueisha, Sotsu Music Publishing",BD,Completed,13,24 Menit,"Oct 2, 2008",Gonzo,"Comedy,  , Fantasy, Harem, Romance, School, Vampire"
17,Rosario to Vampire,ロザリオとバンパイア,6.89,"GDH, Yomiko Advertising, Happinet Pictures, Atelier Musa, Shueisha, Sotsu Music Publishing",BD,Completed,13,25 Menit,"Jan 3, 2008",Gonzo,"Comedy,  , Fantasy, Harem, Romance, School, Shounen, Vampire"
18,Vivid Strike,ViVid Strike!,7.15,"KlockWorx, Sony Music Communications, Glovision, King Records",BD,Completed,12,24 Menit,"Oct 2, 2016",Seven Arcs Pictures,"Action, Drama, Magic, Martial Arts"
19,Tsuritama,つり球,7.72,"Aniplex, Dentsu, Fuji TV, Sakura Create",BD,Completed,12,23 Menit,"Apr 13, 2012",A-1 Pictures,"Comedy, Sci-Fi, Slice of Life, Sports"
20,Kuutei Dragons,空挺ドラゴンズ,7.12,"Kodansha, Fuji TV, Bandai, Nexon, BS Fuji, TOHO animation, Hakuhodo DY Media Partners, Fuji Creative, Bandai Spirits",TV,Completed,12,23 Menit,"Jan 9, 2020",Polygon Pictures,"Adventure, Fantasy, Seinen"
21,Chihayafuru Season 3,ちはやふる 3,8.58,Nippon Television Network,TV,Completed,24,22 Menit,"Oct 23, 2019",Madhouse,"Drama, Game, Josei, School, Slice of Life, Sports"
22,Bang Dream Season 3,BanG Dream!（バンドリ！）第3期,8.1,"Ultra Super Pictures, Bushiroad, Tokyo MX, Good Smile Company, HoriPro International",TV,Completed,13,23 Menit,"Jan 23, 2020",SANZIGEN,Music
23,Princess Connect,プリンセスコネクト！Re:Dive,7.1,"WOWOW, Nippon Columbia, Tokyo MX, BS11, Cygames",TV,Completed,13,23 Menit,"Apr 7, 2020",CygamesPictures,"Action, Adventure, Fantasy"
24,Isuca,ISUCA [イスカ],6.07,"Kadokawa Shoten, AT-X, DAX Production, KlockWorx, MAGES.",BD,Completed,10,23 Menit,"Jan 24, 2015",Arms,"Action, Comedy,  , Romance, School, Seinen, Supernatural"
